idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
E232;E232;10 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;repère carto SITA 3;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2011-05-26;2018-04-24;2014-02-14;69389;3843;4,794299699619553;45,78661217673757
E721;E721;2 Rue François Mansart;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-12;2019-11-12;;69290;3903;4,946926024919993;45,690243383120055
4062;4062;13 Allée des Tournesols;Vaulx-en-Velin;34478;;Z101.0.CS;Col Est;GPE;2022-10-06;2022-12-06;2022-12-06;2022-12-06;69256;3895;4,921745120308005;45,79116958688826
E333;E333;114 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;3902;4,847936865052683;45,79357582840342
7058;7058;1 Rue Louis Tixier;Lyon 8e Arrondissement;28877;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;3916;4,883955281644937;45,72994948658053
4417;4417;Rue Marius Pied angle Rue Trousselle;Vaulx-en-Velin;;;Z101.0.CS;Col Est;GPE;2018-01-22;2017-07-31;2018-04-24;;69256;3922;4,915986236628012;45,788022313659205
4098;4098;2-3 Rue Henri Bordeaux;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-04-09;2018-04-12;2018-04-25;;69290;3936;4,95642074629207;45,689852855151734
4196;4196;60 Rue de Legalite;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-14;2019-01-17;2019-01-17;;69290;3957;4,946028727434243;45,68923239752564
E175;E175;3A Rue Roger Salengro;Vénissieux;20517;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-29;2018-02-05;2018-04-24;;69259;3965;4,865746047048771;45,72436710311349
4063;4063;11 Allée des Tournesols;Vaulx-en-Velin;34478;;Z101.0.CS;Col Est;GPE;2022-10-06;2022-12-06;2022-12-06;;69256;3981;4,921705253577208;45,791183811825235
7234;7234;CH DE GUY COLLONGUE;Écully;;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-04-28;2018-04-24;;69081;4020;4,767363653499643;45,784592663517905
E792;E792;Cours Rouget de Lisle;Rillieux-la-Pape;37215;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2023-04-12;2023-04-25;2023-04-25;;69286;4021;4,907476257388861;45,815719889813856
7137;7137;47t Rue Maryse Bastié;Lyon 8e Arrondissement;28881;;Z101.0.CS;Col Sud;COL VEOLIA;2019-09-05;2019-09-06;2022-04-19;2022-04-19;69388;4042;4,873942011599405;45,73731511432271
E485;E485;12 Rue Romain Rolland;Givors;35205;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;;69091;4005;4,76555906346769;45,601608175151945
E245;E245;12 Rue Gaston Monmousseau;Vénissieux;20432;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;4045;4,877816274852141;45,69635625320478
4050;4050;37 Rue Auguste Delage;Chassieu;;;V101.0.CS;Col Est;GPE;2021-02-15;2021-02-18;2021-02-18;;69271;4083;4,977334359160586;45,741432420076386
6991;6991;4 Rue Ronsard;Rillieux-la-Pape;25234;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2015-03-30;2018-04-24;;69286;4054;4,89121182279911;45,812035273446135
E239;E239;1 Rue Père Louis De Galard;Lyon 9e Arrondissement;35636;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2012-06-06;2018-04-24;2013-02-26;69389;4071;4,79457359782114;45,78563700754189
E266;E266;4 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;4084;4,866362620661974;45,69912558103652
E702;E702;5 Rue Claude Farrere;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-07;2019-11-07;;69290;4101;4,9499929853239095;45,688980170754505
3006;3006;40 Sully;Décines-Charpieu;;;V101.0.CS;Col Est;COL GUERIN;2018-05-28;2018-06-25;2018-06-25;;69275;4119;4,973269350856875;45,769642993873404
4754;4754;3 Rue Paul Bert ;Lyon 3e Arrondissement;;;Z101.0.CS;Col Est;GPE;2022-05-02;2022-09-05;2022-09-05;;69383;4159;4,84364566421883;45,75559325632872
E270;E270;6 Avenue de la Division Leclerc;Vénissieux;;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;4138;4,867107137684383;45,698320091594375
E235;E235;10b Place Abbé Pierre;Lyon 9e Arrondissement;35339;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2011-05-26;2018-04-24;2014-02-14;69389;4145;4,796492667008511;45,78635753932214
4195;4195;60 Rue de L egalite;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-14;2019-01-17;2019-01-17;;69290;4172;4,944598742340953;45,688764348066734
4034;4034;Face au60b Chemin de Pommier;Meyzieu;;;V101.0.CS;Col Est;GPE;2020-12-11;2021-01-05;2021-01-05;;69282;4197;4,997109615516653;45,775093800367095
6935;6935;4 Rue Louis Aulagne;Vénissieux;20474;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2012-04-06;2018-04-24;;69259;4178;4,869945009155281;45,706695846480024
2389;2389;9-11 Rue du Professeur Emile Bouvier;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2017-05-22;2017-02-01;2018-04-24;;69266;4369;4,889807685160715;45,77917051356353
7059;7059;5 Rue Joseph Chalier;Lyon 8e Arrondissement;28863;;Z101.0.CS;Col Sud;GPE;2018-09-07;2018-09-21;2018-09-21;;69388;4220;4,884220438042798;45,72951294898036
E774;E774;42 Avenue du Chater;Francheville;;;V101.0.CS;Col Sud;COL GUERIN;2022-04-20;2022-05-04;2022-05-12;2022-05-12;69089;4222;4,770101311240653;45,74356753861434
4251;4251;Face au 13 Rue Racine;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-12-09;2020-01-06;2020-03-23;;69290;4250;4,944413705023046;45,70373888019081
1273;1273;115 Cours Gambetta;Lyon 3e Arrondissement;27679;;Z101.0.CS;Col Est;COL GUERIN;2023-08-02;2023-08-08;2023-08-08;;69383;4253;4,857053514371075;45,7505519221604
7052;7052;16 Rue Maurice Ravel;Vénissieux;20488;;V101.0.CS;Col Sud;COL GUERIN;2018-08-22;2018-08-28;2018-12-10;;69259;4272;4,871649927643434;45,697833578134095
E236;E236;4 Rue Maurice Béjart;Lyon 9e Arrondissement;35645;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2012-03-23;2020-08-20;2020-08-20;69389;4302;4,793211492394381;45,78915684935945
7061;7061;13 Rue Louis Tixier;Lyon 8e Arrondissement;28877;;Z101.0.CS;Col Sud;GPE;2018-09-07;2018-09-21;2018-09-21;;69388;4311;4,884746147840876;45,73083670071077
E609;E609;4 Rue Père Louis De Galard;Lyon 9e Arrondissement;35636;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2015-10-06;2020-08-20;2020-08-20;69389;4328;4,794371717164048;45,78572567653889
7093;7093;78 Rue Bataille;Lyon 8e Arrondissement;28793;;Z101.0.CS;Col Sud;COL GUERIN;2019-09-05;2019-09-06;2022-04-15;2022-04-15;69388;4345;4,873134111960456;45,73763929611846
E514;E514;1 Square Koenig;Rillieux-la-Pape;25247;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2020-09-01;2020-09-17;2022-10-05;2021-01-14;69286;4360;4,904670522183995;45,81543229106246
E269;E269;6 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;4371;4,86714335570262;45,69834231689895
1061;1061;16 Rue Lavoisier;Caluire-et-Cuire;02985;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2022-06-21;2022-10-10;2022-12-20;;69034;4375;4,846553566580441;45,79475506046951
4237;4237;Face au102 Place Laurent Bonnevay;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-09-06;2019-09-09;2019-09-09;;69290;4417;4,948532447989338;45,6929680860095
E656;E656;3 Rue Françoise Giroud;Lyon 9e Arrondissement;35646;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-07-03;2017-07-21;2020-08-20;2020-08-20;69389;4461;4,794211216764772;45,7849862929004
4212;4212;Rue d'Ajaccio Dauphiné Résidence;Meyzieu;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-14;2019-02-11;2019-02-28;;69282;4469;5,006699638958893;45,76314768041933
E190;E190;17 Avenue de Gadagne;Saint-Genis-Laval;15620;;V101.0.CS;Col Sud;COL VEOLIA;2019-02-01;2019-01-28;2019-01-28;;69204;4470;4,7923781758812565;45,70129395205089
4253;4253;Face au 5 Rue Racine;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-12-09;2020-01-07;2020-01-07;;69290;4510;4,944120055509779;45,70452941509642
7055;7055;11 Rue Joseph Chalier;Lyon 8e Arrondissement;28863;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;4505;4,883186997548214;45,728690055300184
E209;E209;5 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2020-08-20;2020-08-20;69389;4511;4,7937802446519;45,788335832870395
6966;6966;Face au 15 Avenue Georges Dimitrov;Vaulx-en-Velin;;;Z101.0.CS;Col Est;GPE;2021-06-10;2021-06-23;2021-06-23;;69256;4566;4,928873123688939;45,77824578831836
2379;2379;15 Avenue Garibaldi;Vaulx-en-Velin;;Quartier de la Balme. Entre les immeubles 15 et 11;Z101.0.CS;Col Est;GPE;2018-01-22;2016-09-06;2018-08-24;;69256;4558;4,930967262765821;45,767578209929916
3003;3003;24 Rue Sully;Décines-Charpieu;23021;;V101.0.CS;Col Est;COL GUERIN;2018-05-28;2018-06-25;2018-06-25;2018-06-25;69275;4538;4,975405675380006;45,770324297771424
4747;4747;2 Rue Bonnefoi;Lyon 3e Arrondissement;27777;;Z101.0.CS;Col Est;GPE;2022-06-20;2022-12-06;2022-12-06;;69383;4622;4,845311755750188;45,755737344597996
1080;1080;6 Avenue des Arts;Villeurbanne;33788;;Z101.0.CS;Col Est;COL GUERIN;2023-06-22;2023-09-15;2023-09-19;;69266;4642;4,872138001892949;45,783755565589395
1078;1078;54 Route de Genas;Lyon 3e Arrondissement;27753;;Z101.0.CS;Col Est;COL GUERIN;2023-08-10;2023-09-06;2023-09-06;;69383;4643;4,880569283517342;45,75463135895661
7509;7509;5 Rue Bara;Lyon 3e Arrondissement;27769;;Z101.0.CS;Col Est;GPE;2023-01-06;2023-09-08;2023-09-08;;69383;4644;4,872579873868498;45,75085665730569
1081;1081;13 Allée Lumière;Villeurbanne;33795;;Z101.0.CS;Col Est;COL GUERIN;2023-06-22;2023-09-19;2023-09-19;;69266;4645;4,883375104093069;45,78395969080149
2056;2056;44 Quai Charles de Gaulle;Lyon 6e Arrondissement;32814;;Z101.0.CS;Col Est;COL GUERIN;2023-07-21;2023-09-15;2023-09-15;;69386;4646;4,855310795857441;45,78555607332583
1592;1592;44 Quai Charles de Gaulle;Lyon 6e Arrondissement;32814;;Z101.0.CS;Col Est;COL GUERIN;2023-07-21;2023-09-15;2023-09-15;;69386;4648;4,8552613367993995;45,78555059103885
4748;4748;12 Rue Mortier;Lyon 3e Arrondissement;27921;;Z101.0.CS;Col Est;GPE;2022-07-04;2022-09-05;2023-09-22;2023-09-22;69383;2146;4,8420608555866;45,756265364753595
E156;E156;9 Allée Jean Moulin;Givors;35170;;V101.0.CS;Col Sud;COL VEOLIA;2017-01-01;2023-09-13;2023-09-29;2023-09-29;69091;4651;4,76414241925654;45,60510293180332
1082;1082;Passage des Insaliens;Villeurbanne;33791;Résidence MAGELLAN;Z101.0.CS;Col Est;GPE;2023-06-22;2023-09-19;2023-09-19;;69266;4649;4,873432322042048;45,78045426198103
7828;7828;15 Rue Pré Gaudry;Lyon 7e Arrondissement;28683;Rue Pré Gaudry angle Rue Félix Brun;X101.0.CS;Col Sud;GPE;2023-09-25;2023-09-25;2023-09-25;;69387;4652;4,834309637563039;45,741368242744905
7414;7414;117 Boulevard des Etats-Unis;Lyon 8e Arrondissement;28718;Face au point de contact, sur place de stationneme;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-06-16;2021-06-16;69388;20;4,868701810303414;45,72823679332718
E228B;E228B;Rue Pierre Dugelay/face ch de parenty;Neuville-sur-Saône;;face ch de Parenty;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-22;69143;23;4,842010021968389;45,87566123897919
7220;7220;Rue Danielle Casanova;Saint-Fons;15193;Coté Parking Numéro Impair;V101.0.CS;Col Sud;COL VEOLIA;2020-07-28;2016-05-12;2020-08-04;;69199;29;4,862511891076872;45,7104071241334
7452;7452;9 Rue Edouard Vaillant;Saint-Fons;15216;Rue Emile Zola tour 45;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-07;2021-09-07;;69199;31;4,859856804654566;45,711538620106055
E627;E627;20 Avenue de Champagne;Lyon 9e Arrondissement;32371;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;38;4,794106356476231;45,78909446526659
E481;E481;3 Avenue de la Commune de Paris;Givors;35086;;V101.0.CS;Col Sud;COL GUERIN;2019-12-13;2019-12-23;2022-01-24;;69091;77;4,7619746214096805;45,60665964944576
E246;E246;31 Rue Pierre Dupont;Couzon-au-Mont-d'Or;05764;vers la poste;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69068;107;4,829301625414483;45,84503094110048
E437;E437;39 Rue Rey Loras;Neuville-sur-Saône;11366;Dans la Résidence Montribloud;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2018-02-27;69143;118;4,836765336688306;45,88768484768028
7696;7696;13 Rue Pierre et Marie Curie;Givors;35094;;V101.0.CS;Col Sud;COL GUERIN;2022-06-01;2022-06-07;2022-06-07;;69091;119;4,769036783436144;45,59671024128509
1583;1583;5 Rue des Sciences;Villeurbanne;33792;angle allée du rhône;Z101.0.CS;Col Est;COL GUERIN;2023-02-13;2023-03-28;2023-03-28;;69266;136;4,879580232880762;45,78381158000072
7778;7778;11 Rue Joseph Bergier;Saint-Genis-Laval;15838;rue Francisque Darcieux angle rue Joseph Bergier;V101.0.CS;Col Sud;COL GUERIN;2023-03-09;2023-03-13;2023-03-13;;69204;168;4,795684726276286;45,69575113868361
7434;7434;10 Avenue Aristide Briand;Saint-Fons;15131;rue Aristide Briand  vers allée 10 sur trottoir;V101.0.CS;Col Sud;COL GUERIN;2021-06-02;2021-06-04;2021-06-04;;69199;171;4,85981036231334;45,70677837461604
7814;7814;14 Rue Claude Debussy;Vénissieux;20363;Rue Claude Debussy à côté du silo à verre;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;;69259;174;4,874052440951494;45,698616099132344
7694;7694;35 Rue Yves Farge;Givors;35110;;V101.0.CS;Col Sud;COL GUERIN;2022-06-01;2022-06-07;2022-06-07;;69091;196;4,766198540738299;45,59269562704643
7473;7473;11 Rue Capitaine Robert Cluzan;Lyon 7e Arrondissement;28577;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-20;2021-10-26;2022-05-06;2022-05-06;69387;204;4,842529358047831;45,75201123793633
7446;7446;67 Avenue Paul Santy;Lyon 8e Arrondissement;28712;;Z101.0.CS;Col Sud;COL GUERIN;2021-06-01;2021-06-16;2022-02-25;2022-02-25;69388;232;4,874935526719811;45,73009982511578
7385;7385;5 Rue Marc Seguin;Oullins;11701;;V101.0.CS;Col Sud;COL GUERIN;2020-10-05;2020-10-09;2022-01-21;;69149;233;4,803191201584308;45,72247882503972
7451;7451;5 Rue de la Tannerie;Saint-Fons;32119;Angle 19 rue Reynier;V101.0.CS;Col Sud;COL GUERIN;2021-08-16;2021-08-25;2021-08-25;;69199;245;4,860728243729408;45,709643246666054
7459;7459;57 Rue Emile Zola;Saint-Fons;15217;Rue Emile Zola tour 55;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-09;2021-09-09;;69199;257;4,8634312703991895;45,71109876537405
7499;7499;176 Rue de Gerland;Lyon 7e Arrondissement;28599;Sur stationnement longitudinal;X101.0.CS;Col Sud;COL GUERIN;2022-01-27;2022-02-04;2022-02-04;;69387;263;4,837735701605261;45,729249699996636
7457;7457;Rue Montesquieu;Saint-Fons;35650;Rue Emile Zola tour 49;V101.0.CS;Col Sud;COL GUERIN;2021-07-21;2021-09-07;2021-09-07;;69199;268;4,860920917988219;45,71169010232878
E511;E511;13 Rue Albert Jacquard;Lyon 9e Arrondissement;36523;Face Rue BERTHAUD;W101.0.CS;Col Nord-Ouest;COL GUERIN;2020-07-31;2020-08-03;2021-03-01;2020-08-20;69389;269;4,793635957424801;45,78433387125991
E407;E407;3032 Chemin des sources;Écully;;allées 30/32;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;270;4,785588305397086;45,79131832958294
7494;7494;46 Rue Professeur Tavernier;Lyon 8e Arrondissement;28898;Angle Avenue Viviani;Z101.0.CS;Col Sud;COL GUERIN;2021-12-17;2021-12-27;2021-12-27;;69388;288;4,869543754381538;45,72512801536357
7478;7478;51 Grande Rue de la Guillotière;Lyon 7e Arrondissement;28500;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-08;2021-11-16;2021-11-16;;69387;302;4,84473410594417;45,7533302157526
7477;7477;8 Grande Rue de la Guillotière;Lyon 7e Arrondissement;28500;;X101.0.CS;Col Sud;COL GUERIN;2021-10-08;2021-11-16;2024-02-01;;69387;359;4,843296425141004;45,75460247439439
7501;7501;60 Rue Georges Gouy;Lyon 7e Arrondissement;28640;Sur stationnement longitudinal;X101.0.CS;Col Sud;COL GUERIN;2022-01-27;2022-02-04;2022-02-04;;69387;356;4,834496012777196;45,72911397003519
2101;2101;Avenue de la Sauvegarde;Lyon 9e Arrondissement;32108;Anglee Rue de Beer-Sheva;W101.0.CS;Col Nord-Ouest;COL GUERIN;2018-11-15;2018-11-19;2023-02-24;;69389;381;4,790367566423134;45,788464565855506
7699;7699;2b Rue Marcel Cachin;Givors;35067;;V101.0.CS;Col Sud;COL GUERIN;2022-06-01;2022-06-07;2022-06-07;;69091;389;4,766828837297596;45,596977996041225
7503;7503;9 Rue Benjamin Délessert;Lyon 7e Arrondissement;28572;Face 9 Rue Benjamin Délessert;X101.0.CS;Col Sud;COL GUERIN;2022-01-27;2022-02-04;2022-02-04;;69387;406;4,833721704097363;45,72823165280953
E223;E223;35 Rue Seignemartin;Lyon 8e Arrondissement;28914;Implantation Face au N°76;Z101.0.CS;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;2021-12-06;69388;414;4,881935756135179;45,7384038037414
7809;7809;16 Rue Claude Debussy;Vénissieux;20363;Vers les abris bacs;V101.0.CS;Col Sud;COL VEOLIA;2023-05-23;2023-07-05;2023-07-05;2023-07-05;69259;420;4,87436006693924;45,69828676004601
7383;7383;1147 Route de Sain Bel;Marcy-l'Étoile;10161;ST GENIS LES OLLIERES PARKING BELLES ETOILES;V101.0.CS;Col Sud;COL GUERIN;2020-10-05;2020-10-09;2021-03-04;;69127;423;4,71721796963651;45,78470866057852
E380;E380;36 Chemin de Montlouis;Écully;06717;allées 36/38;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;425;4,783793009073305;45,79256375532173
E366;E366;4 Avenue des Sources;Écully;06692;allées 2/4/6/8;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;471;4,787486137462749;45,78953516076898
E220;E220;16 Rue du Peronnet;Vernaison;20611;16 Rue du Perronet;V101.0.CS;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;478;4,814785092240741;45,651982026335155
7042;7042;41 Boulevard Lénine;Vénissieux;20253;Tour 41;V101.0.CS;Col Sud;COL GUERIN;2018-07-03;2018-07-09;2019-07-19;2019-07-19;69259;545;4,864641156915522;45,69339804926599
3730;3730;9 Rue de la Boube;Villeurbanne;21226;devant le local poubele;Z101.0.CS;Col Est;GPE;2017-05-22;2017-01-30;2023-03-28;2018-02-16;69266;547;4,892367251682558;45,78077576753129
7692;7692;5 Rue Marcel Cachin;Givors;35067;Devant le N° 12 Marcel Cachin, entre les 2 arbres;V101.0.CS;Col Sud;COL GUERIN;2022-05-31;2022-06-01;2022-06-01;;69091;564;4,7659681538285374;45,59563985342378
7158;7158;6 Rue Renoir;Rillieux-la-Pape;25190;face au n 6;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-01-25;2018-04-24;;69286;569;4,888695622883087;45,8113490181162
E286;E286;42 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;face au 42 (sur terre-plein);W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-04;2020-08-20;2020-08-20;69389;571;4,789210910067115;45,78672426636904
E405;E405;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;608;4,785495978983354;45,791295136524276
E422;E422;52 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;Sur ilot central;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2014-11-18;2020-08-20;2020-08-20;69389;625;4,787795854459917;45,786730800810524
7467;7467;37 Rue de l'Université;Lyon 7e Arrondissement;28602;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-07;2021-10-11;2021-10-11;;69387;633;4,841314960046771;45,74970495347916
7433;7433;16 Avenue Aristide Briand;Saint-Fons;15131;rue Aristide Briand  entre 16 et 18 sur trottoir;V101.0.CS;Col Sud;COL GUERIN;2021-06-02;2021-06-04;2021-06-04;;69199;637;4,859830978463707;45,706235868399254
7408;7408;25 Avenue de Verdun;Irigny;08447;23 Av de Verdun (vers local poubelle)		  		  ;V101.0.CS;Col Sud;COL GUERIN;2021-03-16;2021-03-22;2022-01-24;;69100;771;4,823562896927421;45,687669931423535
7470;7470;29 Rue Cavenne;Lyon 7e Arrondissement;28578;A côté de la borne déchets alimentaires.;X101.0.CS;Col Sud;COL GUERIN;2021-10-15;2021-10-26;2022-04-13;2022-04-13;69387;692;4,838546446440795;45,75242725235476
7791;7791;38 Rue Chevreul;Lyon 7e Arrondissement;28583;Angle Rue Bancel;X101.0.CS;Col Sud;COL VEOLIA;2023-06-14;2023-06-28;2023-06-28;2023-06-28;69387;714;4,840437836086936;45,74835501769242
7040;7040;61 Boulevard Lénine;Vénissieux;20253;Tour N° 61;V101.0.CS;Col Sud;COL VEOLIA;2018-07-02;2018-07-06;2018-07-06;;69259;722;4,865358066115082;45,692184766890826
7687;7687;39 Rue Yves Farge;Givors;35110;Silo 1, secteur Farge;V101.0.CS;Col Sud;COL GUERIN;2022-05-31;2022-05-31;2022-05-31;;69091;769;4,765367419245218;45,59228149780211
7083;7083;95 Rue des Collonges;Saint-Genis-Laval;15815;STG 17 Place des Collonges;V101.0.CS;Col Sud;COL GUERIN;2019-03-13;2019-04-26;2022-01-25;2020-07-20;69204;778;4,807038939906512;45,69267643835459
1076;1076;4 Rue de Bretagne;Meyzieu;24150;6 rue de Bretagne - silo à l'intérieur arceaux;V101.0.CS;Col Est;COL VEOLIA;2023-04-13;2023-04-13;2023-04-13;;69282;796;5,019035466577375;45,762569006115825
7034;7034;4 Rue Vladimir Komarov;Vénissieux;20243;Tour 4;V101.0.CS;Col Sud;COL GUERIN;2018-06-25;2018-07-04;2018-09-10;;69259;812;4,8736397500460775;45,691614385330205
7302;7302;156 Rue des Martyrs de la Libération;Pierre-Bénite;11975;151 à coté de l'abris bus;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-10-07;2022-01-25;2020-10-13;69152;818;4,824763584205402;45,700190553265195
E222;E222;Rue Thomas Blanchet / Batiment (A) SACVL;Lyon 8e Arrondissement;;Implantation Face N°41;Z101.0.CS;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;861;4,882794233652937;45,73818051356961
7813;7813;2 Rue Gabriel Fauré;Vénissieux;20428;Rue Léo Lagrange angle Gabriel Faure côté paire;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;;69259;866;4,875849286170761;45,697972731020556
7415;7415;9 Rue Philippe Fabia;Lyon 8e Arrondissement;28899;Face 9 Rue Philippe Fabia;Z101.0.CS;Col Sud;COL GUERIN;2021-05-05;2021-05-12;2021-05-12;2021-05-12;69388;878;4,869462849193173;45,72852323524066
E381;E381;36 Chemin de Montlouis;Écully;06717;allées 36/38;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;886;4,783842061619288;45,792555594950464
7301;7301;Rue du 8 Mai 1945;Pierre-Bénite;11981;vers allée 11 Sur ilot;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2016-10-07;2022-01-25;;69152;895;4,825426678901949;45,70058329196208
7821;7821;Voie sans dénomination;Vénissieux;36683;Face au 41 rue Léo Lagrange;V101.0.CS;Col Sud;COL VEOLIA;2023-05-22;2023-07-05;2023-07-05;;69259;896;4,8733756693815105;45,699982275930594
7480;7480;16 Rue d'Aguesseau;Lyon 7e Arrondissement;28592;A côté de la borne déchets alimentaires;X101.0.CS;Col Sud;COL GUERIN;2021-10-08;2021-11-16;2021-11-16;;69387;909;4,841156567007683;45,75406152269872
7786;7786;164 Rue Challemel Lacour;Lyon 8e Arrondissement;28799;164 rue Challemel Lacour à côté borne DALIM;Z101.0.CS;Col Sud;GPE;2023-06-01;2023-06-05;2023-06-05;;69388;928;4,851983038841599;45,729073217248114
E375;E375;54/56 Chemin des sources ;Écully;;allées 54/56;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;954;4,786986469143155;45,7910056604619
6997;6997;6 Rue de la Rochette;Saint-Fons;15202;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2015-04-02;2020-08-04;2016-11-30;69199;962;4,857665268939136;45,69519760603021
E626;E626;20 Avenue de Champagne;Lyon 9e Arrondissement;32371;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;974;4,7940791922473265;45,78909713801896
7788;7788;26 Rue Victor de Laprade;Lyon 8e Arrondissement;28932;26 rue Victor de Laprade à côté borne DALIM;Z101.0.CS;Col Sud;GPE;2023-06-01;2023-06-05;2023-06-05;;69388;993;4,885644630800168;45,73867992393278
1581;1581;Passage des Insaliens;Villeurbanne;33791;Résidence MAGELLAN;Z101.0.CS;Col Est;GPE;2023-02-15;2023-03-27;2023-03-27;2023-03-27;69266;1007;4,873484635326093;45,780458284403174
