idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
7075;7075;69 Rue des Martyrs de la Résistance;Vénissieux;20388;;V101.0.CS;Col Sud;COL VEOLIA;2019-01-02;2019-01-11;2019-01-11;;69259;1875;4,871080673775587;45,68994425842361
E336;E336;112 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;1900;4,848074942234929;45,79382767255072
6937;6937;7 Rue Louis Aulagne;Vénissieux;20474;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2012-04-06;2018-04-24;;69259;1909;4,871044372379526;45,70680197891466
E186;E186;11 Avenue de Gadagne;Saint-Genis-Laval;15620;;V101.0.CS;Col Sud;COL VEOLIA;2019-02-01;2019-01-28;2019-01-28;;69204;1918;4,793611237758015;45,70152128553159
E323;E323;102 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-08-09;2018-08-09;69034;1954;4,847805901120824;45,794607691606274
7902;7902;26 Rue Villeroy;Lyon 3e Arrondissement;27972;Place Bahadourian;Z101.0.CS;Col Est;GPE;2024-01-16;2024-02-01;2024-02-01;;69383;5101;4,845212015653441;45,75667113437928
4746;4746;17 Rue Auguste Lacroix;Lyon 3e Arrondissement;;;Z101.0.CS;Col Est;GPE;2022-08-01;2022-09-05;2022-09-05;;69383;1996;4,845332176324479;45,7546703535023
7900;7900;8 Grande Rue de la Guillotière;Lyon 7e Arrondissement;28500;;X101.0.CS;Col Sud;SITA;2024-01-16;2024-02-01;2024-02-01;;69387;5106;4,843306297123658;45,75457822172372
4099;4099;Rue Henri-Alain Fournier angle Rue Bordeaux;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-04-09;2018-04-12;2018-04-25;;69290;2010;4,955694375220222;45,691032617509194
4124;4124;1 Allée des Cèdres ;Villeurbanne;;parking intérieur;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-13;2021-01-26;;69266;2038;4,910909461170655;45,756780724214835
E161;E161;4 Allée Jean Moulin;Givors;35170;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-06-22;2018-04-24;;69091;2040;4,76463904750486;45,60614027771228
E313;E313;18 Avenue Jean Cagne;Vénissieux;20235;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;2048;4,871663022078657;45,69601462207355
4109;4109;117 Rue Jean Voillot;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-13;2018-04-17;;69266;2079;4,910410172670986;45,75683223260732
4004;4004;Face au 15 Rue Saint Jean;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2020-06-25;2020-09-04;2020-10-07;;69266;2094;4,901252376172467;45,776657886891165
7057;7057;6 Rue de Narvik;Lyon 8e Arrondissement;28818;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;2087;4,882779786681416;45,73010327244064
E226;E226;Place du 8 Mai 1945;Neuville-sur-Saône;11319;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;2093;4,840340533175292;45,87720469193183
E242;E242;4 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;2100;4,876817004056998;45,695957000994035
4252;4252;10 Rue Robespierre;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-12-09;2020-01-06;2020-01-06;;69290;2125;4,946120211602544;45,70416696978292
4006;4006;Face au 19 Rue Saint Jean;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2020-06-25;2020-09-04;2020-09-04;;69266;2140;4,902191434220944;45,77665610200924
9013;9013;14 Boulevard de la Corniche;Rillieux-la-Pape;24882;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2024-02-07;2024-02-15;2024-02-15;;69286;5153;4,912393193453382;45,809179235967115
2297;2297;28 Rue du 8 Mai 1945;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2016-05-12;2018-04-24;2016-05-12;69290;2130;4,950156108626858;45,691781455786554
4242;4242;34 Rue Danton;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-09-30;2019-10-08;2019-10-08;;69290;2154;4,94576800706646;45,70541311683139
1041;1041;12 Avenue du Mont Blanc;Rillieux-la-Pape;24874;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2021-09-23;2021-10-01;2021-10-01;;69286;2186;4,894679427946265;45,81117656764873
4723;4723;5 Rue du Montout Angle M France;Meyzieu;;;V101.0.CS;Col Est;GPE;2022-03-25;2022-03-29;2022-03-29;2022-03-29;69282;2249;4,990695511338156;45,76346769686894
7073;7073;65 Rue des Martyrs de la Résistance;Vénissieux;20388;;V101.0.CS;Col Sud;COL VEOLIA;2019-01-02;2019-01-11;2019-01-11;;69259;2248;4,872011072892564;45,69090194424021
4726;4726;Face au 14 Rue Saint Mathieu;Meyzieu;;;V101.0.CS;Col Est;GPE;2022-03-24;2022-03-30;2022-03-30;;69282;2232;4,9938625193327875;45,76219023150528
E743;E743;128b-130b Avenue Pierre Brosselette;Bron;;;Z101.0.CS;Col Est;GPE;2019-12-29;2020-05-22;2020-05-22;;69029;2305;4,919878126629377;45,73861613005839
4223;4223;Rue Paul Gauguin;Meyzieu;;;V101.0.CS;Col Est;COL GUERIN;2019-04-01;2019-04-09;2023-01-27;2023-01-27;69282;1636;4,993272747368986;45,76420396162608
9018;9018;9 Rue Basse Combalot;Lyon 7e Arrondissement;28569;;X101.0.CS;Col Sud;SITA;2024-03-11;2024-03-14;2024-03-14;;69387;5257;4,841673244419013;45,755290672806346
E524;E524;12 Rue Paul Verlaine;Vénissieux;20502;;V101.0.CS;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;2290;4,855081290330919;45,72405363474966
4180;4180;60 Rue de l'Egalité;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-14;2019-01-17;2019-01-17;;69290;2319;4,946720334619986;45,68762951492546
4021;4021;4 Boulevard des Turfistes;Bron;;;Z101.0.CS;Col Est;GPE;2020-09-18;2020-10-07;2020-10-07;;69029;2320;4,913657801262126;45,72173487275459
E516;E516;1 Square Koenig;Rillieux-la-Pape;25247;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2020-09-01;2020-09-17;2022-10-05;2021-01-14;69286;2336;4,904736166145238;45,81542612417369
E273;E273;10 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;2342;4,865718204237589;45,69809191571485
E311;E311;1 Rue Pierre Dupont;Vénissieux;20508;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;2345;4,870893072235144;45,6961429948643
2239;2239;Face au 16 Rue Mozart;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2015-06-26;2018-04-24;;69290;2377;4,938253113344573;45,69375506057908
E274;E274;10 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;2384;4,865691052533857;45,69807407549326
2102;2102;519 Avenue de la Sauvegarde;Lyon 9e Arrondissement;32108;;W101.0.CS;Col Nord-Ouest;COL GUERIN;2018-11-15;2018-11-19;2018-11-19;;69389;2387;4,790563587949278;45,78693935279113
6994;6994;13 Place Renoir;Rillieux-la-Pape;25150;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2015-03-30;2020-06-24;;69286;2388;4,886800053544343;45,811368417319116
7060;7060;36 Rue de la Moselle;Lyon 8e Arrondissement;28812;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;2391;4,882072445787197;45,729536044660016
E387;E387;34 Avenue des Sources;Écully;06692;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2423;4,783373197106399;45,79199372649975
4044;4044;Square des Couleurs Mistran Sand;Saint-Priest;;;V101.0.CS;Col Est;GPE;2021-02-15;2021-02-18;2021-02-18;;69290;2447;4,935725719158811;45,69377346601397
4751;4751;7 Rue Aimé Collomb;Lyon 3e Arrondissement;27754;;Z101.0.CS;Col Est;GPE;2022-07-04;2022-09-05;2022-12-06;2022-12-06;69383;2505;4,841357605459518;45,757063971110874
3002;3002;Face au 16 Rue Sully ;Décines-Charpieu;;sur le terre plein herbe;V101.0.CS;Col Est;COL GUERIN;2018-05-28;2018-06-25;2021-10-27;2021-10-27;69275;2511;4,975100714515417;45,77100666485153
E722;E722;2 Rue François Mansart;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-12;2019-11-12;;69290;2514;4,946927586704185;45,69022788799827
E645;E645;10 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2017-02-07;2020-08-20;2020-08-20;69389;2523;4,793652932141503;45,78842042636807
7191;7191;98 Chemin du Petit Bois;Écully;06730;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-03-07;2021-08-11;2021-08-11;69081;2524;4,761115720603423;45,789047947503036
6998;6998;Face au 4 Allée de Nyons;Saint-Fons;15122;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2015-04-02;2023-11-09;2016-12-05;69199;2578;4,856346773166112;45,696478605333965
7232;7232;24 Chemin des Mouilles;Écully;06723;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-04-28;2021-08-11;2021-08-11;69081;2551;4,7714848665060945;45,78286421798277
1044;1044;5 Rue Jules Michelet;Rillieux-la-Pape;25228;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2021-09-23;2021-10-01;2021-10-01;;69286;2552;4,890172060348085;45,81276615114645
7365;7365;Rue Henri Gormand local bacs poubelles;Vaulx-en-Velin;;;Z101.0.CS;Col Est;GPE;2020-06-08;2020-07-22;2020-07-22;;69256;2582;4,924724981928106;45,748095746898954
E302;E302;6 Avenue du 8 Mai 1945;Vénissieux;20232;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2015-01-22;69259;2584;4,8716186283312295;45,69397107816378
1030;1030;12 Avenue de Pérouges;Sathonay-Camp;26607;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2020-07-23;2020-08-05;2020-08-05;;69292;2637;4,8750432041004;45,82296983520649
E267;E267;2 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;2652;4,867003569602728;45,698761060858594
E399;E399;28 Avenue des Sources;Écully;06692;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2689;4,784461543835274;45,79045137489238
4724;4724;Face au 11 Rue du Montout;Meyzieu;;;V101.0.CS;Col Est;GPE;2022-03-25;2022-03-29;2022-03-29;;69282;2731;4,993427941790998;45,76313855736101
4727;4727;32 Rue Saint Mathieu ;Meyzieu;;à côté du transfo;V101.0.CS;Col Est;GPE;2022-03-24;2022-03-30;2022-03-30;;69282;2739;4,9909924483529835;45,762026608362305
E174;E174;3A Rue Roger Salengro;Vénissieux;20517;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-29;2018-02-05;2018-04-24;;69259;2722;4,865721090437613;45,724362446368744
7191B;7191B;98 Chemin du Petit Bois;Écully;06730;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2023-03-01;2023-04-04;2023-04-04;2023-04-04;69081;2749;4,761129271331555;45,78904580105924
4750;4750;3 Rue Villeroy;Lyon 3e Arrondissement;;;Z101.0.CS;Col Est;GPE;2022-07-04;2022-09-05;2022-09-05;;69383;2774;4,843094725035491;45,757480816015445
4107;4107;121 Rue Jean Voillot;Villeurbanne;21571;;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-12;2018-06-25;2018-06-25;69266;2755;4,909330974477862;45,75633017314071
2345;2345;Face au 15 Rue Claude Farrère;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2016-05-20;2018-04-24;2018-03-30;69290;2787;4,951760629682256;45,68806648177267
2335;2335;29 Rue Henri Barbusse;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2016-05-12;2022-05-04;2022-05-04;69290;2791;4,95369496278351;45,688209593078184
4125;4125;133 Rue de bel Air ;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-16;2018-11-08;2018-11-08;69266;2817;4,909653965245978;45,75503412086371
2238;2238;22H Rue Mozart;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2015-02-19;2018-04-24;;69290;2797;4,938174894529045;45,69280138960653
E467;E467;14 Rue Jacquard;Oullins;11689;;V101.0.CS;Col Sud;COL VEOLIA;2019-07-15;2019-07-15;2019-07-15;;69149;2806;4,813491809637079;45,709715764096444
E200;E200;6 Rue de la Saône;Rillieux-la-Pape;32704;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-25;69286;2813;4,8962630659038595;45,8243909924339
4119;4119;Face au 9 Allee des Cedres;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-13;2020-07-22;2020-07-22;69266;2845;4,910835398310618;45,75589340406935
E278;E278;Rue des Aqueducs;Lyon 5e Arrondissement;28275;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2012-12-06;2018-04-24;;69385;2837;4,79660203363912;45,75715889948571
E337;E337;112 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;2842;4,848096890267417;45,79386361406081
E500;E500;5 Rue Françoise Giroud;Lyon 9e Arrondissement;35646;;W101.0.CS;Col Nord-Ouest;NICOLLIN;2018-07-23;2018-09-14;2020-08-20;2020-08-20;69389;2861;4,793298931538765;45,78506917921874
3014;3014;1 Avenue Salvador Allende;Décines-Charpieu;22801;;V101.0.CS;Col Est;COL GUERIN;2018-05-23;2018-06-25;2018-06-25;;69275;2867;4,97378740202552;45,77208424095375
7342;7342;Face au 5 Rue Saint Jean;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2020-06-25;2020-07-08;2020-07-08;2020-07-08;69266;2877;4,900307018815976;45,77663584895928
E730;E730;110-114 Avenue Pierre Brossolette;Bron;;;Z101.0.CS;Col Est;GPE;2019-12-31;2020-05-22;2020-05-22;;69029;2903;4,9212156334807595;45,739340844598956
4146;4146;36 Rue Claude Farrère;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-06-01;2018-07-19;2019-03-29;2019-03-29;69290;2927;4,95558618031358;45,68833365023578
4132;4132;8H Rue Marius Pied;Vaulx-en-Velin;;;Z101.0.CS;Col Est;GPE;2017-04-02;2018-04-30;2018-04-30;;69256;2924;4,915153480941123;45,78803365670141
E211;E211;2 Rue Edith Piaf;Lyon 9e Arrondissement;35277;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2020-08-20;2020-08-20;69389;2942;4,794180895290222;45,788020133953395
7235;7235;Chemin des Mouilles;Écully;06723;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-04-28;2018-04-24;;69081;2947;4,76899286036769;45,78565657965035
E711;E711;14 Rue François Mansart;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-08;2019-11-12;;69290;3014;4,947209081485771;45,6890045171471
E728;E728;118 Rue Léon Blum;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2019-07-01;2020-02-27;2020-02-27;;69266;3021;4,901843322513104;45,76013789423592
E421;E421;7 Place Abbé Pierre;Lyon 9e Arrondissement;35339;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2014-11-14;2020-08-20;2020-08-20;69389;3003;4,795677139517862;45,78650176565158
6535;6535;3 Allée de l'Arsenal;Saint-Fons;33877;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2012-04-06;2018-04-24;;69199;3004;4,857455396039683;45,71335394695812
E298;E298;26 Avenue Jean Cagne;Vénissieux;20235;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;3018;4,872471067099753;45,69549464814884
7192;7192;38 Avenue Guy de Collongue;Écully;06699;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-03-07;2018-04-24;;69081;3025;4,7660866487294875;45,78336997698481
E748;E748;Rue Jacqueline Descout;Lyon 9e Arrondissement;;;W101.0.CS;Col Nord-Ouest;NICOLLIN;2020-06-23;2020-06-24;2020-08-20;2020-08-20;69389;3032;4,792899890245787;45,78301259458976
E487;E487;42 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;;W101.0.CS;Col Nord-Ouest;COL GUERIN;2020-01-31;2020-02-05;2020-02-05;;69389;3058;4,789038638800334;45,786809657657685
E332;E332;114 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;3075;4,847925289418186;45,79353971849242
7056;7056;19 Rue Joseph Chalier;Lyon 8e Arrondissement;28863;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;3079;4,882753721274246;45,72819899595681
E207;E207;4 Rue Mouloudji;Lyon 9e Arrondissement;35275;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-03-13;2018-04-24;2013-02-26;69389;3091;4,793615125020249;45,787157736574
2246;2246;6 Rue Laurent Bonnevay;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2016-05-12;2018-04-24;;69290;3102;4,948121493136452;45,69386009078212
E360;E360;22 Avenue des Sources;Écully;06692;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;3108;4,785374340451822;45,789064117985546
6936;6936;14 Rue Louis Aulagne;Vénissieux;20474;;V101.0.CS;Col Sud;COL VEOLIA;2018-01-22;2012-04-06;2018-04-24;;69259;3114;4,869865616423428;45,70593073600651
4753;4753;Face au 10 Rue Marignan;Lyon 3e Arrondissement;;;Z101.0.CS;Col Est;GPE;2022-07-04;2022-09-05;2022-09-05;;69383;3134;4,844133640613718;45,75667132717663
6992;6992;16 Rue Renoir;Rillieux-la-Pape;25190;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2015-03-30;2018-04-24;2015-03-30;69286;3138;4,887773126333366;45,81103457283051
4722;4722;61 Rue André Chénier ;Vaulx-en-Velin;;parking;Z101.0.CS;Col Est;GPE;2022-03-18;2022-03-23;2022-03-23;;69256;3176;4,923906736217004;45,74820209384911
E243;E243;4 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;3189;4,876811221977243;45,69591797640342
7054;7054;2 Rue Joseph Chalier;Lyon 8e Arrondissement;28863;;Z101.0.CS;Col Sud;GPE;2018-09-06;2018-09-21;2018-09-21;;69388;3214;4,8835596302046955;45,729249094735096
1062;1062;20 Rue Lavoisier;Caluire-et-Cuire;02985;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2022-06-21;2022-10-10;2022-12-20;;69034;3216;4,847108941010798;45,7955439552431
4211;4211;Imeuble le Dunkerque Av des Plantées;Meyzieu;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-11;2019-02-11;2019-02-11;;69282;3225;5,009586730067899;45,76259069142719
E328;E328;116 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;3235;4,847752487267801;45,79317954526889
E693;E693;9 Rue Claude Farrère;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-07;2019-11-07;;69290;3252;4,950620268439006;45,68832901475918
E729;E729;110-114 Avenue Pierre Brossolette;Bron;;;Z101.0.CS;Col Est;GPE;2019-12-31;2020-05-22;2020-05-22;;69029;3264;4,921201940366828;45,7393486813004
4193;4193;60 Rue de l'Egalité;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-14;2019-01-17;2019-01-17;;69290;3305;4,945774500082167;45,688252005851716
E703;E703;5 Rue Claude Farrere;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2019-09-30;2019-11-07;2019-11-07;;69290;3311;4,950007107104237;45,68897378460676
4095;4095;Face au 2 Rue Guy de Maupassant;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2018-04-09;2018-04-10;2018-04-25;;69290;3312;4,953208583214054;45,69092344595017
4743;4743;9 Rue Pierre Bourdan;Lyon 3e Arrondissement;;;Z101.0.CS;Col Est;GPE;2022-07-04;2022-09-05;2022-09-05;;69383;3398;4,84424827841406;45,75725057393639
4010;4010;89 Rue des Jardins;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2020-06-25;2020-09-04;2020-09-04;;69266;3433;4,902826874412805;45,77489309873109
4097;4097;Sud place paul cezanne;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-04-09;2018-04-12;2018-04-25;;69290;3424;4,955137084816138;45,69018617708192
E151;E151;2 Rue Georges Charpak;Vénissieux;36068;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-06-22;2023-05-23;2023-05-23;69259;3436;4,8705122703009875;45,69554764608863
E628;E628;6 Rue Alfred de Musset;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2017-05-22;2016-10-10;2018-04-24;;69266;3443;4,913922477382226;45,75630762277761
1055;1055;Rue Hélène Berthaud;Lyon 9e Arrondissement;36984;;W101.0.CS;Col Nord-Ouest;COL GUERIN;2022-05-16;2022-05-16;2022-05-16;;69389;3464;4,793197677625403;45,78432269763744
E268;E268;2 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;3493;4,867043563493305;45,69873405442673
7231;7231;Chemin des Mouilles;Écully;;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2016-04-28;2018-04-24;;69081;3522;4,770541424664192;45,784130316488394
4141;4141;37 Rue Auguste Delage;Chassieu;;Proche de la résidence Le Murget 1;V101.0.CS;Col Est;COL VEOLIA;2018-06-04;2018-07-10;2018-07-26;2018-07-26;69271;3578;4,9770679514882366;45,74217364106352
E527;E527;26 Rue Paul Verlaine;Vénissieux;20502;;V101.0.CS;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;3587;4,856854950623578;45,724659951814026
E756;E756;7 Rue Mansart;Saint-Priest;;;V101.0.CS;Col Est;COL GUERIN;2021-01-22;2021-03-15;2021-03-15;;69290;3618;4,947400498309117;45,689899653685124
4123;4123;16 Avenue de Bel Air;Villeurbanne;21200;;Z101.0.CS;Col Est;GPE;2018-04-09;2018-04-13;2018-07-09;2018-07-09;69266;3611;4,911088595438925;45,75695370272591
E630;E630;2 Rue Alfred de Musset;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2017-05-22;2016-10-10;2018-04-24;;69266;3620;4,913849537555883;45,75628513740575
E607;E607;9 Rue Père Louis De Galard;Lyon 9e Arrondissement;35636;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2015-10-06;2020-08-20;2020-08-20;69389;3631;4,793394226258502;45,78580380969135
E351;E351;18 Rue de la République;Couzon-au-Mont-d'Or;05753;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69068;3647;4,831493347007991;45,844878158159446
2308;2308;Rue du 8 Mai 1945;Saint-Priest;;;V101.0.CS;Col Est;COL VEOLIA;2018-01-22;2016-05-12;2018-04-24;;69290;3650;4,948761245543087;45,69133700550393
4207;4207;Impasse de Limoge angle Av du Dauphiné;Meyzieu;;;V101.0.CS;Col Est;COL VEOLIA;2019-01-11;2019-02-11;2019-02-11;;69282;3655;5,008540252247906;45,762950182927426
E503;E503;1 Rue Jean Chirat;Albigny-sur-Saône;00125;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2018-01-15;2018-02-20;2019-02-13;2018-02-20;69003;3660;4,83216867384107;45,865148009005935
6995;6995;6 Rue Le Nôtre;Rillieux-la-Pape;25189;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2015-03-30;2019-05-16;;69286;3678;4,889524480372714;45,81104303464209
E736;E736;106-123 Avenue Pierre Brossolette;Bron;;;Z101.0.CS;Col Est;GPE;2019-12-29;2020-05-22;2020-05-22;2020-05-22;69029;3703;4,920135749725681;45,739978817937825
7232b;7232b;24 Chemin des Mouilles;Écully;06723;;V101.0.CS;Col Nord-Ouest;COL VEOLIA;2018-01-22;2017-07-04;2021-08-11;2021-08-11;69081;3723;4,7714754542206945;45,78284252593522
E279;E279;Rue des Aqueducs;Lyon 5e Arrondissement;28275;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2012-12-06;2018-04-24;;69385;3733;4,796612911113005;45,757137598160355
E342;E342;413 Rue Marius Donjon;Lyon 9e Arrondissement;32106;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-06-28;2020-08-20;2020-08-20;69389;3755;4,788229410164066;45,78693216798811
4008;4008;Face au 52 Rue du Canal;Villeurbanne;;;Z101.0.CS;Col Est;GPE;2020-06-25;2020-09-04;2021-04-29;;69266;3777;4,901392177554534;45,77463892282691
E217;E217;5 Rue de Jéricho;Lyon 9e Arrondissement;35643;;W101.0.CS;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-05-07;2020-08-20;2020-08-20;69389;3767;4,795616179618458;45,785248754085785
1584;1584;14 Avenue des Arts;Villeurbanne;33788;;Z101.0.CS;Col Est;COL GUERIN;2023-02-13;2023-03-28;2023-03-28;;69266;3768;4,874117854767926;45,784275627088405
7037;7037;13 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.CS;Col Sud;COL VEOLIA;2018-07-02;2018-07-06;2018-07-06;;69259;3776;4,876314669521336;45,69473669081457
E166;E166;2 Allée Jean Moulin;Givors;35170;;V101.0.CS;Col Sud;COL VEOLIA;2017-03-20;2017-06-22;2018-04-24;;69091;3802;4,7646720608901765;45,60646179613834
4096;4096;Place Jean-François Millet;Saint-Priest;26078;;V101.0.CS;Col Est;COL GUERIN;2018-04-09;2018-04-10;2018-04-25;;69290;3806;4,953883334250031;45,69036600777251
1040;1040;15 Avenue du Mont Blanc;Rillieux-la-Pape;24874;;V101.0.CS;Col Nord-Ouest;COL GUERIN;2021-08-22;2021-10-01;2021-10-01;;69286;3836;4,894891437352218;45,81128025974549
E739;E739;124-128 Avenue Pierre Brosselette;Bron;;;Z101.0.CS;Col Est;GPE;2019-12-29;2020-05-22;2020-05-26;2020-05-26;69029;3882;4,91957085753056;45,7392676901743
E776;E776;42 Avenue du Chater;Francheville;;;V101.0.CS;Col Sud;COL GUERIN;2022-04-20;2022-05-04;2022-05-12;2022-05-12;69089;3850;4,770110077023089;45,74352439095378
