idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
B1182;B1182;99 Rue Mazenod;Lyon 3e Arrondissement;;VPD20;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4854;4,8507121014972405;45,75914804452241
B1262;B1262;187t Avenue Felix Faure;Lyon 3e Arrondissement;;SSD24;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4855;4,870620828254898;45,75513491122226
B1137;B1137;4 Rue Servient;Lyon 3e Arrondissement;;MPM3;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4857;4,841458999476408;45,75996600049303
B1106;B1106;20 Boulevard des Belges;Lyon 6e Arrondissement;28363;PAD04;Z101.0.ALIM;Col Est;GPE;2023-10-09;2023-10-17;2023-10-31;2023-10-31;69386;4739;4,847188695343372;45,775227175228345
B0513;B0513;31 Avenue Albert Einstein;Villeurbanne;21194;LD1;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-10-31;2023-10-31;69266;482;4,885031699999003;45,78392360037449
B1226;B1226;6 Rue Julien Duvivier;Lyon 3e Arrondissement;;VPD36;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4858;4,856548211158393;45,75249932079987
B1254;B1254;27 Rue Professeur Paul Sisley;Lyon 3e Arrondissement;;SSD14;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4859;4,868519856818224;45,7497154642407
B1279;B1279;123 Rue Antoine Charial;Lyon 3e Arrondissement;;VPB25;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4860;4,872262383444084;45,75745282619198
B1154;B1154;106 Rue Pierre Corneille;Lyon 3e Arrondissement;;MPM25;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4861;4,844233693876605;45,76139806493489
B1255;B1255;36 Rue du docteur Rebatel;Lyon 3e Arrondissement;;SSD15;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4863;4,871960613704577;45,747072586359025
B1245;B1245;13 Rue des Tuiliers;Lyon 3e Arrondissement;;SSD5;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4864;4,866061691530406;45,74927892512472
B1242;B1242;4 Rue du Dauphine;Lyon 3e Arrondissement;;SSD1;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4871;4,8625523517213205;45,74988820039456
B1190;B1190;196 Rue Duguesclin;Lyon 3e Arrondissement;;VPD33;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4874;4,8485621126030685;45,76209999332468
B1271;B1271;9 Rue Saint-Eusebe;Lyon 3e Arrondissement;;VPB1;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4875;4,872989137698264;45,756946414629866
B1200;B1200;300 Rue Paul Bert;Lyon 3e Arrondissement;;VPB3;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4877;4,872376778531236;45,756140479666
B1167;B1167;8 Rue Jean Larrive;Lyon 3e Arrondissement;;MPM43;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4879;4,841325194342627;45,7585557186941
B1281;B1281;66 Rue Saint-Anne de Baraban;Lyon 3e Arrondissement;;VPB29;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4880;4,875940524038403;45,75781048224624
B1227;B1227;11 Rue Danielle Faynel Duclos;Lyon 3e Arrondissement;;VPD37;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4882;4,858306999849578;45,752793000366545
B1201;B1201;50 Rue Antoine Charial;Lyon 3e Arrondissement;;VPB4;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4884;4,866893550645222;45,758122528747094
B1199;B1199;66 Rue Antoine Charial;Lyon 3e Arrondissement;;VPB2;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4885;4,8683310812392255;45,757942264489536
B1160;B1160;191 Rue Vendome;Lyon 3e Arrondissement;;MPM34;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4886;4,846654184124261;45,76047383075067
B1222;B1222;6 Rue Rachais;Lyon 3e Arrondissement;;VPD19;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4887;4,854284403303191;45,75223571651399
B1264;B1264;94 Rue du Dauphine;Lyon 3e Arrondissement;;SSD28;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4888;4,870708741624591;45,753218847884874
B1146;B1146;64 Rue de la Part-Dieu;Lyon 3e Arrondissement;;MPM13;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4889;4,84606971220979;45,75941187369528
B1153;B1153;78 Rue Molière;Lyon 3e Arrondissement;27917;MPM24;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;2024-02-14;2024-02-14;69383;4876;4,843225303987278;45,76212370011691
B1269;B1269;70 Avenue Lacassagne;Lyon 3e Arrondissement;;SSD38;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4890;4,87419967857764;45,75050111162725
B0598;B0598;8 Rue de la Boube;Villeurbanne;21226;BCL32;Z101.0.ALIM;Col Est;GPE;2023-05-09;2023-06-05;2023-06-13;;69266;187;4,893009764078401;45,78081140278772
B1187;B1187;27 boulevard Eugene DeRuelle;Lyon 3e Arrondissement;;VPD29;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4891;4,854917207708499;45,76309315302617
B0612;B0612;147 Rue Château Gaillard;Villeurbanne;21225;BCL02;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;276;4,891288393689341;45,771030153658735
B0508;B0508;124 Rue Francis de Pressensé;Villeurbanne;21535;GCDC05;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-08;2023-08-08;69266;312;4,879162699842949;45,77168199997887
B0535;B0535;16 Rue Docteur Frappaz;Villeurbanne;21488;PGC18;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;316;4,8939300003671695;45,761480000146804
B1276;B1276;12 Avenue Lacassagne;Lyon 3e Arrondissement;;VPB10;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4892;4,8636876820013155;45,7562147031245
B1251;B1251;10 Rue Villon;Lyon 3e Arrondissement;;SSD11;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4893;4,867549080770446;45,74783619178472
B1163;B1163;15 Rue Aime Collomb;Lyon 3e Arrondissement;;MPM38;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4905;4,842316121751992;45,75689345095119
B1258;B1258;54 Rue du Dauphine;Lyon 3e Arrondissement;;SSD18;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4906;4,866947144746768;45,7524931617209
B0536;B0536;24 Rue Antonin Perrin;Villeurbanne;21365;PGC19D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;503;4,885269799458812;45,75802560024363
B1147;B1147;26 Cours Lafayette;Lyon 3e Arrondissement;;MPM15;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4907;4,844239716848266;45,76355949774674
B1273;B1273;71 Rue Maurice Flandin;Lyon 3e Arrondissement;;VPB7;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4909;4,862419484300939;45,75634412071632
B0613;B0613;32 Rue Montgolfier;Villeurbanne;21626;BCL04;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;690;4,890223285230417;45,77327432833496
B1247;B1247;115 Cours Albert Thomas;Lyon 3e Arrondissement;;SSD7;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4910;4,872861903270335;45,745075062429464
B1148;B1148;53 Avenue Marechal de Saxe;Lyon 3e Arrondissement;;MPM17;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4911;4,845153796189587;45,763022432376914
B1208;B1208;15 Rue Claudius Pionchon;Lyon 3e Arrondissement;;VPB18;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4912;4,870934549505537;45,761539493688126
B1203;B1203;1 Rue Saint Victoriren;Lyon 3e Arrondissement;;VPB11;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4913;4,868548331321908;45,76137390359036
B0594;B0594;27 Avenue Auguste Blanqui;Villeurbanne;21199;PGC36;Z101.0.ALIM;Col Est;GPE;2023-03-28;2023-05-10;2023-06-05;;69266;871;4,884752802333323;45,76289382557963
B1280;B1280;16 Rue de l Esperance;Lyon 3e Arrondissement;;VPB26;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4914;4,874628931506656;45,757275573687686
B0541;B0541;39 Rue Léon Blum;Villeurbanne;21586;PGC23D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;903;4,894249999385438;45,7598099999896
B0537;B0537;24 Rue Antonin Perrin;Villeurbanne;21365;PGC19G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;908;4,885269799458812;45,75802560024363
B1256;B1256;2b Rue du Dauphine;Lyon 3e Arrondissement;;SSD16;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4915;4,8613073007567555;45,74986695401108
B1189;B1189;50 Rue Dunoir;Lyon 3e Arrondissement;;VPD31;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4916;4,85161254316796;45,76131435485655
B0340;B0340;75 Rue Francis de Pressensé;Villeurbanne;21535;GCDC04;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-08;2023-08-08;69266;933;4,875311699784691;45,7720162997007
B0617;B0617;141 Rue Léon Blum;Villeurbanne;21586;PGC03  ;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;965;4,903497435442791;45,76051522475371
B0523;B0523;Place Yves Martin;Villeurbanne;37227;PGC08D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;969;4,887337099381562;45,75614460045868
B1151;B1151;42 Rue de Bonnel;Lyon 3e Arrondissement;;MPM21;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4917;4,847135164418937;45,76169719241074
B0419;B0419;74 Rue des Charmettes;Villeurbanne;21474;GCDC24;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-11;2023-08-11;69266;1023;4,867200499554379;45,76764780010122
B0304;B0304;62b Rue Alexandre Boutin;Villeurbanne;21354;GCDC23;Z101.0.ALIM;Col Est;GPE;2022-09-01;2023-05-10;2023-08-04;2023-08-04;69266;1027;4,8689242994404704;45,76673869961358
B0547;B0547;39 Place Jules Grandclément;Villeurbanne;21322;PGC28;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;1090;4,887629999683808;45,758929999922266
B1185;B1185;156 Rue Moncey;Lyon 3e Arrondissement;;VPD25;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4918;4,85232756065298;45,763303450461294
B0355;B0355;Square Marcel Doret    ;Villeurbanne;;BSB07;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;;;69266;1197;4,912822499898221;45,75533499996822
B1166;B1166;3 Rue Villeroy;Lyon 3e Arrondissement;;MPM41;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4919;4,843024089663406;45,757496404808364
B0327;B0327;139 Avenue Roger Salengro;Villeurbanne;21215;BCL19D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;1228;4,881710399655646;45,77972869966468
B1214;B1214;6 Rue Combet-Descombes;Lyon 3e Arrondissement;;VPB28;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4920;4,870281712644466;45,7584437057386
B1224;B1224;4 Rue Lavoisier;Lyon 3e Arrondissement;;VPD32;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4921;4,857680291677528;45,75678032329325
B1278;B1278;12 Rue de l Esperance;Lyon 3e Arrondissement;;VPB21;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4926;4,874825455017942;45,757914373941965
B1260;B1260;42t Rue Feuillat;Lyon 3e Arrondissement;;SSD21;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4927;4,8757735958449;45,75007845035288
B0333;B0333;10 Rue Antoine Bernoux;Villeurbanne;21363;GCDC10;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;1376;4,887230000119997;45,769599999924026
B1168;B1168;31 Rue Mazenod;Lyon 3e Arrondissement;;MPM44;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4928;4,843746182811918;45,758627826696994
B0545;B0545;47 Rue Eugène Fournière;Villeurbanne;21522;PGC25D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;1521;4,887403499422912;45,755447800199974
B1233;B1233;39 Rue du Lac;Lyon 3e Arrondissement;;VPD51;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4929;4,855151110638814;45,755173561437374
B1173;B1173;18 Rue des Rancy;Lyon 3e Arrondissement;;VPD2;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4930;4,849848853115205;45,75599530111429
B0568;B0568;Rue Pierre Baratin;Villeurbanne;;C30;Z101.0.ALIM;Col Est;GPE;2023-03-28;2023-05-10;2023-05-10;;69266;1582;4,900752637992399;45,76381393463248
B1213;B1213;Angle Rue Bellecombe et Rue d Aubigny;Lyon 3e Arrondissement;;VPB27;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4931;4,863814790154069;45,76149354182136
B0595;B0595;68 Rue du 8 Mai 1945;Villeurbanne;21501;BCL13;Z101.0.ALIM;Col Est;GPE;2023-05-09;2023-06-05;2023-06-13;;69266;1617;4,892197081660402;45,77750287481058
B0354;B0354;1 Rue Nicolas Garnier;Villeurbanne;;BSB06;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;;;69266;989;4,910523000623093;45,7536705004334
B1136;B1136;252 Rue Vendome;Lyon 3e Arrondissement;;MPM2;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4932;4,847147103905114;45,757432816758225
B1152;B1152;166 Rue Vendome;Lyon 3e Arrondissement;;MPM22;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4933;4,84619112146559;45,762439884847225
B1157;B1157;Angle Rue Chaponnay et Avenue Marechal de Saxe cote impair;Lyon 3e Arrondissement;;MPM29;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4935;4,845889716472282;45,75813996647267
B1196;B1196;24 Rue Francois Garcin;Lyon 3e Arrondissement;;VPD48;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4937;4,849756435171762;45,75967792160774
B1162;B1162;9 Rue Pierre Bourdan;Lyon 3e Arrondissement;;MPM37;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4939;4,844240504872408;45,75730871902181
B1218;B1218;Rue Garibaldi et Avenue Felix Faure;Lyon 3e Arrondissement;;VPD3;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4940;4,853456604415935;45,753022255492205
B1209;B1209;9 Rue Saint Sidoine;Lyon 3e Arrondissement;;VPB19;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4941;4,869959026725322;45,76244330217993
B1229;B1229;1 Avenue Jules Jusserand;Lyon 3e Arrondissement;;VPD39;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4942;4,855611999551247;45,75160400037483
B1181;B1181;251 Rue Andre Philip;Lyon 3e Arrondissement;;VPD18;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4944;4,851228745044922;45,75799363683716
B1188;B1188;101 Rue Moncey;Lyon 3e Arrondissement;;VPD30;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4945;4,850182000181624;45,76159999971881
B1192;B1192;306 Rue André Philip;Lyon 3e Arrondissement;;VPD43;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4946;4,851985999771085;45,753062999648776
B1178;B1178;24 Rue des Rancy;Lyon 3e Arrondissement;;VPD16;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4948;4,850587999573951;45,756075000273746
B0418;B0418;57 Rue Magenta;Villeurbanne;21603;GCDC19;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-11;2023-08-11;69266;2173;4,871336300112353;45,767686299900795
B1277;B1277;17b Rue Saint-Eusebe;Lyon 3e Arrondissement;;VPB20;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4949;4,87339907246125;45,75810138625961
B1184;B1184;59 Rue Rabelais;Lyon 3e Arrondissement;;VPD24;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4950;4,848293487194806;45,76299921474001
B1207;B1207;22 Rue Saint Antoine;Lyon 3e Arrondissement;;VPB17;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4951;4,864797246489206;45,76288373371983
B0346;B0346;19 Rue de la Doua;Villeurbanne;21348;BCL39;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;2493;4,874689399696021;45,77849180006866
B1266;B1266;26 Rue du Docteur Rebatel angle Dalhias;Lyon 3e Arrondissement;;SSD32;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4957;4,872680000564007;45,748481999927314
B1257;B1257;19 Rue Montbrillant;Lyon 3e Arrondissement;;SSD17;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4959;4,872543955823587;45,74919959148517
B0473;B0473;11 Rue d'Inkermann;Villeurbanne;21413;CT44;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;2735;4,86579499983423;45,769525999992105
B1246;B1246;41 Rue Professeur Paul Sisley;Lyon 3e Arrondissement;;SSD6;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4960;4,868353277712556;45,74870653091198
B0371;B0371;10 Rue du Professeur Emile Bouvier;Villeurbanne;;BSB22;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;2895;4,915849999540927;45,76298000027372
B1206;B1206;30 Rue Saint Antoine;Lyon 3e Arrondissement;;VPB16;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4961;4,865925052397414;45,76290178799504
B1142;B1142;4 Rue d Armenie;Lyon 3e Arrondissement;;MPM9;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4962;4,84838942076531;45,754259936918565
B1250;B1250;14 Rue Professeur Paul Sisley;Lyon 3e Arrondissement;;SSD10;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4964;4,868570000577327;45,75140999964972
B1215;B1215;69 Rue Baraban;Lyon 3e Arrondissement;;VPB31;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4965;4,868209115167392;45,76064431093593
B1204;B1204;19 Rue Riboud;Lyon 3e Arrondissement;27941;VPB14;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;2024-03-06;2024-03-06;69383;4938;4,864076725878063;45,76199271694778
B1239;B1239;10 Rue des Cuirassiers;Lyon 3e Arrondissement;27829;VPD59;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;2024-03-06;2024-03-06;69383;4956;4,856382907941449;45,75816505320734
B0521;B0521;42 Rue Poizat;Villeurbanne;21652;PGC06G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;2963;4,891422999819321;45,756048799958585
B0542;B0542;39 Rue Léon Blum;Villeurbanne;21586;PGC23G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;2988;4,894239999364928;45,75980999998285
B1176;B1176;80 Rue Leon Jouhaux;Lyon 3e Arrondissement;;VPD10;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4966;4,854577671237408;45,75364223471582
B0401;B0401;113 Cours Emile Zola;Villeurbanne;21245;GCDC03;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;3122;4,873954899668628;45,77061549992923
B0610;B0610;Ange Rue de l'Egalité-Rue Frédéric Fay;Villeurbanne;;C10;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;3157;4,904544146416214;45,764249415439245
B1216;B1216;14 Rue Saint-Victorien;Lyon 3e Arrondissement;;VPB32;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4967;4,869791023737699;45,76141120085565
B1268;B1268;36b Avenue Lacassagne;Lyon 3e Arrondissement;;SSD36;Y101.0.ALIM;Col Est;GPE;2023-10-30;2023-11-02;;;69383;4968;4,8677462203553175;45,75379581350552
B0403;B0403;40 Rue Jean Broquin;Villeurbanne;21566;GCDC25;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-11;2023-08-11;69266;3260;4,865703300148524;45,768283600060634
B1155;B1155;47 Rue Rabelais;Lyon 3e Arrondissement;;MPM26;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4969;4,847051436184181;45,76289587578263
B0520;B0520;42 Rue Poizat;Villeurbanne;21652;PGC06D;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;3428;4,891422999819321;45,756048799958585
B1235;B1235;22 Rue de la Banniere;Lyon 3e Arrondissement;;VPD53;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4970;4,855886145433848;45,75549678261821
B0416;B0416;148 Cours Emile Zola;Villeurbanne;21245;GCDC01;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;3470;4,877777500232654;45,769803400180834
B1171;B1171;74 Rue Chaponnay;Lyon 3e Arrondissement;;MPM48;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4972;4,8485238259325705;45,7583570769187
B0324;B0324;101 Rue Dedieu;Villeurbanne;21463;GCDC22;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;3509;4,8725467000044;45,76975950024801
B1197;B1197;Rue de l Abondance angle Rue de la Banniere;Lyon 3e Arrondissement;;VPD56;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4973;4,856370069226184;45,75388162100603
B1236;B1236;28 Rue Danton;Lyon 3e Arrondissement;;VPD54;Y101.0.ALIM;Col Est;GPE;2023-10-23;2023-11-02;;;69383;4974;4,857363901086558;45,75454638930144
B0527;B0527;21 Cours Docteur Jean Damidot;Villeurbanne;21244;PGC11;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-25;2023-07-25;69266;3662;4,884966456351891;45,761910416467124
B0328;B0328;139 Avenue Roger Salengro;Villeurbanne;21215;BCL19G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-11;2023-07-11;69266;3669;4,881710399655646;45,77972869966468
B1249;B1249;77 Cours Albert Thomas;Lyon 3e Arrondissement;;SSD9;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4976;4,868362766224947;45,746621896585616
B1243;B1243;7 Rue Jean Renoir;Lyon 3e Arrondissement;;SSD2;Y101.0.ALIM;Col Est;GPE;2023-10-31;2023-11-02;;;69383;4977;4,865608474406678;45,75265877781703
B0615;B0615;2 Rue des Antonins;Villeurbanne;21467;BCL36;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;3783;4,878549827660562;45,782457904152864
B0348;B0348;72 Rue Henri Legay;Villeurbanne;21557;BSB01;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-11;2023-08-11;69266;3805;4,9163205005296495;45,75407009971563
B1169;B1169;19 Rue de la Victoire;Lyon 3e Arrondissement;;MPM46;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4978;4,841578809082066;45,756646248078184
B1158;B1158;61 Rue Chaponnay;Lyon 3e Arrondissement;;MPM30;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4979;4,846802641511864;45,75830302827845
B0524;B0524;Place Yves Martin;Villeurbanne;37227;PGC08G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;3955;4,887337099381562;45,75614460045868
B1193;B1193;192 Rue Andre Philip;Lyon 3e Arrondissement;;VPD44;Y101.0.ALIM;Col Est;GPE;2023-10-18;2023-11-02;;;69383;4980;4,850549955114021;45,76072281554523
B0308;B0308;24 Rue Pierre-Joseph Proudhon;Villeurbanne;21632;BCL05;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;3963;4,891608999503335;45,7739449998561
B1143;B1143;43 Cours de la Liberte;Lyon 3e Arrondissement;;MPM10;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4981;4,842604459831326;45,758825567054835
B1140;B1140;Face au 07 Cours de la Liberte;Lyon 3e Arrondissement;;MPM7;Y101.0.ALIM;Col Est;GPE;2023-10-16;2023-11-02;;;69383;4836;4,841844000037118;45,76307600004315
B0538;B0538;15 Rue des Fleurs;Villeurbanne;21477;PGC20;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-21;2023-07-21;69266;3987;4,895230000486224;45,75372000034729
B0546;B0546;47 Rue Eugène Fournière;Villeurbanne;21522;PGC25G;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-08-04;2023-08-04;69266;4006;4,887403499422912;45,755447800199974
B1217;B1217;18 Rue Louis Jasseron;Lyon 3e Arrondissement;;VPB33;Y101.0.ALIM;Col Est;GPE;2023-10-24;2023-11-02;;;69383;4833;4,869611074275115;45,7600024308717
B1161;B1161;73 Cours de la Liberte;Lyon 3e Arrondissement;;MPM35;Y101.0.ALIM;Col Est;GPE;2023-10-17;2023-11-02;;;69383;4834;4,842880834075728;45,75654920451803
B0611;B0611;12 Rue Baudin;Villeurbanne;21373;C11;Z101.0.ALIM;Col Est;GPE;2023-07-06;2023-07-11;2023-07-11;;69266;4106;4,9051323637493605;45,76522623461129
B0522;B0522;157 Route de Genas;Villeurbanne;21353;PGC07;Z101.0.ALIM;Col Est;GPE;2022-09-01;2022-12-20;2023-07-18;2023-07-18;69266;4142;4,8910889996598605;45,75415309988831
