idemplacementsilo;identifiant;adresse;commune;codefuv;observation_localisante;numerocircuit;gestionnaire;collecteur;datedebutexploitation;datecreation;maj_alphanumerique;maj_geometrie;insee;gid;lon;lat
E150;E150;2 Rue Georges Charpak;Vénissieux;36068;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2016-07-01;2023-05-23;2023-05-23;69259;3412;4,870494700276014;45,69556458143971
E461;E461;14b Rue du Peronnet;Vernaison;20611;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;3438;4,814925484516261;45,65224217435075
E322;E322;102 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-08-09;2018-08-09;69034;3472;4,847788808559907;45,79462178164992
E307;E307;5 Rue Pierre Dupont;Vénissieux;20508;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;3497;4,869882530165325;45,69537769262147
E219;E219;16 Rue du Peronnet;Vernaison;20611;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;3516;4,814763253744006;45,6519723104018
E456;E456;700 Route de Lyon;Vernaison;20596;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;3527;4,81417620159079;45,652370529978164
E519;E519;1 Square Koenig;Rillieux-la-Pape;25247;;V101.0.OM;Col Nord-Ouest;COL GUERIN;2020-11-01;2021-01-14;2021-01-14;;69286;3603;4,904667127321645;45,815415186910464
E280;E280;Rue des Aqueducs;Lyon 5e Arrondissement;;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2012-12-06;2018-04-24;2012-12-06;69385;3606;4,7965555845013865;45,75720429242745
E324;E324;108 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;3608;4,849101786452326;45,79396707877067
E262;E262;8 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;3626;4,866277312055137;45,69823052706278
E334;E334;112 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69034;3648;4,848041659181353;45,79376287679371
E159;E159;4 Allée Jean Moulin;Givors;35170;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2015-05-13;2018-04-24;;69091;3653;4,7646397012873285;45,606127843762565
E635;E635;2 Rue Alfred de Musset;Villeurbanne;;;Z101.0.OM;Col Est;GPE;2017-05-22;2016-10-10;2018-04-24;;69266;3693;4,914272141438268;45,75641102251914
E193;E193;Chemin de Montlouis;Écully;06717;Face au N° 1;V101.0.OM;Col Nord-Ouest;NICOLLIN;2018-11-19;2018-11-21;2019-01-31;;69081;3681;4,78353179640275;45,79261688659978
E720;E720;2 Rue François Mansart;Saint-Priest;;;V101.0.OM;Col Est;COL GUERIN;2019-09-30;2019-11-12;2019-11-12;;69290;3734;4,946926277999459;45,690263338423755
E197;E197;20 Rue du Peronnet;Vernaison;20611;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;3738;4,81440530514485;45,65180576886725
E143;E143;4 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;3739;4,87682869237681;45,696037748233245
E710;E710;14 Rue François Mansart;Saint-Priest;;;V101.0.OM;Col Est;COL GUERIN;2019-09-30;2019-11-08;2019-11-12;;69290;3780;4,947209497929591;45,68902996179642
E128B;E128B;8 Rue Pierre Dugelay/face ch de parenty;Neuville-sur-Saône;;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-22;69143;3787;4,841958183922753;45,87561531651356
E321;E321;102 Avenue Alexander Fleming;Caluire-et-Cuire;02761;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-08-09;2018-08-09;69034;3788;4,847768115798261;45,79463846458261
E790;E790;Rue Marcel Mérieux;Rillieux-la-Pape;37216;;V101.0.OM;Col Nord-Ouest;COL GUERIN;2023-04-14;2023-04-25;2023-04-25;;69286;3909;4,906965953309533;45,81528852738742
E131B;E131B;1 Place Ampère;Neuville-sur-Saône;11316;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;3951;4,8386151543757245;45,876539267314186
E256;E256;4 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;3975;4,8662898790495595;45,69906889357842
E110B;E110B;2 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;haut de la rue;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2018-04-24;2013-02-26;69389;3967;4,795020700835205;45,7883140400942
E458;E458;11 Rue du Peronnet;Vernaison;20611;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;4007;4,81387576246303;45,652005352674536
E525;E525;12 Rue Paul Verlaine;Vénissieux;20502;;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-02;2021-03-02;;69259;4023;4,855118855522332;45,7240546958789
E303;E303;27 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;4105;4,871041926884232;45,69379074977465
E141;E141;2 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;4127;4,876840125152691;45,69611292036566
E257;E257;2 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;4227;4,866929154622206;45,69881053686314
E107;E107;4 Rue Mouloudji;Lyon 9e Arrondissement;35275;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-03-13;2018-04-24;2013-02-26;69389;4275;4,793650804630317;45,7871557856415
E397;E397;28 Avenue des Sources;Écully;06692;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;4281;4,784494698386649;45,79038678745784
E704;E704;110 Place Claude Farrère;Saint-Priest;;;V101.0.OM;Col Est;COL GUERIN;2019-09-30;2019-11-07;2019-11-12;;69290;4323;4,948675659658376;45,68916721683731
E632;E632;2 Rue Alfred de Musset;Villeurbanne;;;Z101.0.OM;Col Est;GPE;2017-05-22;2016-10-10;2018-04-24;;69266;4354;4,914162118816264;45,75638091335253
E488;E488;42 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;;W101.0.OM;Col Nord-Ouest;COL GUERIN;2020-01-31;2020-02-05;2020-02-05;;69389;4367;4,789061958166565;45,786810106544515
E142;E142;4 Rue Président Edouard Herriot;Vénissieux;20503;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69259;4391;4,876834471455809;45,696076682868885
E719;E719;2 Rue François Mansart;Saint-Priest;;;V101.0.OM;Col Est;COL GUERIN;2019-09-30;2019-11-12;2019-11-12;;69290;4423;4,946936914473839;45,690283076208715
E633;E633;2 Rue Alfred de Musset;Villeurbanne;;;Z101.0.OM;Col Est;GPE;2017-05-22;2016-10-10;2018-04-24;;69266;4438;4,914206773015787;45,756394595952166
E258;E258;2 Avenue de la Division Leclerc;Vénissieux;20227;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2012-11-19;69259;4446;4,866963448584807;45,69878806936417
E464;E464;253 Rue Clair Logis;Vernaison;20597;;V101.0.OM;Col Sud;COL VEOLIA;2019-05-02;2019-05-27;2021-06-23;2021-06-23;69260;4467;4,816537786735685;45,652305108099135
E529;E529;26 Rue Paul Verlaine;Vénissieux;20502;;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;4482;4,856786373693052;45,72463998048209
E690;E690;Face au 18 Rue Yvonne Chanu;Villeurbanne;;;Z101.0.OM;Col Est;GPE;2019-06-01;2019-09-10;2020-06-12;2020-06-12;69266;4522;4,910421179420105;45,75291402962783
E343;E343;413 Rue Marius Donjon;Lyon 9e Arrondissement;32106;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-06-28;2020-08-20;2020-08-20;69389;4503;4,788231678127882;45,78697068409387
E358;E358;22 Avenue des Sources;Écully;06692;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;4548;4,785342431152353;45,789054580708275
E396;E396;28 Avenue des Sources;Écully;06692;;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;4575;4,7845147957142595;45,79035443945439
E696;E696;Entree Place Claude Farrere;Saint-Priest;;;V101.0.OM;Col Est;COL GUERIN;2019-09-30;2019-11-07;2019-11-12;;69290;4591;4,948673016724093;45,688452237470635
E643;E643;38 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2017-02-07;2020-08-20;2020-08-20;69389;4605;4,790062871919561;45,786801406584544
E117;E117;17 Avenue du Plateau;Lyon 9e Arrondissement;32100;tour panoramique 1;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-04-22;2018-04-24;2013-02-22;69389;4612;4,79450957548057;45,78383036571375
E154;E154;9 Allée Jean Moulin;Givors;35170;;V101.0.OM;Col Sud;COL VEOLIA;2017-03-20;2015-05-13;2023-09-29;2023-09-29;69091;1205;4,764161941055645;45,60508151214646
E403;E403;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;70;4,785403889422236;45,79127933141283
E289;E289;4 Rue Victor Schoelcher;Lyon 9e Arrondissement;33721;devant gymnase Diagana;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-22;2020-08-20;2020-08-20;69389;205;4,7953256805462585;45,787398476141874
E123A;E123A;37 Rue Seignemartin;Lyon 8e Arrondissement;28914;Implantation Face N°78;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;2021-12-06;69388;247;4,88197975356615;45,738343478978614
E669;E669;118-120 Rue Léon Blum;Villeurbanne;;interieur batiment;Z101.0.OM;Col Est;GPE;2019-07-01;2019-09-09;2019-09-09;;69266;309;4,901851446210201;45,76022569212945
E617;E617;205 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;361;4,793970228714315;45,7885291987398
E410;E410;16 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;376;4,780996072053615;45,79206462607097
E121;E121;Rue Thomas Blanchet  / Batiment A SACVL;Lyon 8e Arrondissement;;Implantation Face N°35;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;418;4,883238704181906;45,737654293100846
E512;E512;13 Rue Albert Jacquard;Lyon 9e Arrondissement;36523;Face Rue BERTHAUD;W101.0.OM;Col Nord-Ouest;COL GUERIN;2020-07-31;2020-08-03;2020-08-20;2020-08-20;69389;422;4,79363415245179;45,78431784177591
E124;E124;Rue Laennec / Batiment G SACVL;Lyon 8e Arrondissement;;Implantation a coté  N°70;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;443;4,882738833931625;45,73922259167408
E409;E409;16 Impasse du Moulin Carron;Écully;06781;allées 8 à 22 "Le Haut Pérollier";V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;449;4,781013720264987;45,79209607507348
E364;E364;4 Avenue des Sources;Écully;06692;allées 2/4/6/8;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;530;4,787441048304043;45,78951923579372
E522;E522;8 Rue Paul Verlaine;Vénissieux;20502;;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;598;4,85468826065149;45,723737790706586
E651;E651;4 Rue Victor Schoelcher;Lyon 9e Arrondissement;33721;Vers halle Diagana;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-07-10;2017-07-11;2020-08-20;2020-08-20;69389;671;4,795324199578027;45,78737331729699
E127B;E127B;2 Rue Lucie Guimet;Neuville-sur-Saône;11358;angle Victor Hugo;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;685;4,841416545960226;45,87668323477484
E365;E365;4 Avenue des Sources;Écully;06692;allées 2/4/6/8;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;703;4,787459136774894;45,789527267806044
E284;E284;42 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;face au 42 (sur terre-plein);W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-04;2020-08-20;2020-08-20;69389;765;4,789183521425543;45,78672536918589
E122;E122;Rue Thomas Blanchet / Batiment (A) SACVL;Lyon 8e Arrondissement;;Implantation Face au N°41;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;906;4,882871941775643;45,73809296770381
E494;E494;4 Rue Jorge Semprun;Vénissieux;36069;Face 5-7 rue Jorge Semprun;V101.0.OM;Col Sud;COL GUERIN;2020-11-16;2020-11-23;2023-05-23;2023-05-23;69259;1015;4,870970710896802;45,694979424094065
E668;E668;118-120 Rue Léon Blum;Villeurbanne;;interieur batiment;Z101.0.OM;Col Est;GPE;2019-07-01;2019-09-09;2019-09-09;;69266;996;4,901817898348056;45,76022290839402
E390;E390;24 Avenue des Sources;Écully;06692;allées 24/26;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1102;4,785150210011581;45,78973830025082
E129;E129;Rue Pierre Dugelay(rond point);Neuville-sur-Saône;;rond point;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;1113;4,8395105787378165;45,874962208472226
E120;E120;Rue de Jéricho;Lyon 9e Arrondissement;35643;Angle Av. du Plateau;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-05-07;2020-08-20;2020-08-20;69389;1138;4,795110386882285;45,78491588847052
E497;E497;4 Rue Jean Chevailler;Vénissieux;20454;6 Rue Jean Chevailler;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;1292;4,855284201671437;45,72468966091896
E127;E127;2 Rue Lucie Guimet;Neuville-sur-Saône;11358;angle Victor Hugo;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;1310;4,841404600329747;45,876664327717016
E532;E532;17 Rue Paul Verlaine;Vénissieux;20502;26 Rue Paul Verlaine;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;1358;4,856779510523186;45,724649865977824
E388;E388;24 Avenue des Sources;Écully;06692;allées 24/26;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1431;4,785068132688893;45,78970508930744
E400;E400;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1432;4,7852762003524925;45,791251764377975
E794;E794;4 Rue Georges Charpak;Vénissieux;36068;Face au 4 rue Georges Charpak;V101.0.OM;Col Sud;COL VEOLIA;2023-05-17;2023-05-23;2023-05-23;2023-05-23;69259;1451;4,8708246574331495;45,69531780814664
E659;E659;Cours Rouget de Lisle;Rillieux-la-Pape;;Face au N°22 (N° 50 Rouget de l'Isle);V101.0.OM;Col Nord-Ouest;NICOLLIN;2019-02-02;2019-05-27;2021-01-14;2021-01-14;69286;1568;4,906055413021304;45,81468954021603
E623;E623;20 Avenue de Champagne;Lyon 9e Arrondissement;32371;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1648;4,794073967004791;45,78906023909489
E170;E170;Rue de Bouteiller;Grigny;34998;Parking devant le n°27;V101.0.OM;Col Sud;COL VEOLIA;2017-12-18;2018-01-02;2018-04-24;;69096;1657;4,79223291587807;45,6085629751988
E124A;E124A;Rue Laennec / Batiment G SACVL;Lyon 8e Arrondissement;;Implantation a coté N°70 ;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;1732;4,882776807281835;45,73924036242849
E110;E110;2 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;haut de la rue;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2018-04-24;2013-02-26;69389;1763;4,794987101244917;45,78831648604902
E618;E618;204 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1793;4,794003523199264;45,78857112643222
E624;E624;20 Avenue de Champagne;Lyon 9e Arrondissement;32371;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1877;4,794103747954108;45,78907626324231
E318;E318;6 Allée Turba Choux;Caluire-et-Cuire;02758;vers 101 Fleming;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-08-09;2018-08-09;69034;1888;4,847371593060108;45,79465969801183
E401;E401;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;1926;4,785315243048625;45,791261008915505
E614;E614;204 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;1927;4,793976594973662;45,78857652606532
E136;E136;3 Rue Victor Schoelcher;Lyon 9e Arrondissement;33721;devant Simply Market;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2011-05-26;2018-04-24;2013-02-26;69389;1949;4,795103380738963;45,78680203188555
E148;E148;29 Rue Pierre Dupont;Couzon-au-Mont-d'Or;05764;Vers la poste;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69068;2031;4,829368415125529;45,8450354011873
E121A;E121A;Rue Thomas Blanchet / Batiment A SACVL;Lyon 8e Arrondissement;;Implantation Face au N°35;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;2042;4,883209137921796;45,73768763847928
E372;E372;54/56 Chemin des sources ;Écully;;allées 54/56;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2095;4,7869195984568345;45,791005670673535
E147;E147;29 Rue Pierre Dupont;Couzon-au-Mont-d'Or;05764;Vers la Poste;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69068;2133;4,829338333439353;45,84502814675339
E283;E283;36 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;Sur ilot central;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2013-01-04;2020-08-20;2020-08-20;69389;2149;4,790231883719305;45,786718396000595
E129B;E129B;Rue Pierre Dugelay(rond point);Neuville-sur-Saône;;rond point;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;2199;4,839547980317657;45,874931761594645
E665;E665;Face au188 Rue Yvonne Chanu;Villeurbanne;;interieur batiment;Z101.0.OM;Col Est;GPE;2019-06-01;2019-09-09;2020-05-12;2020-05-12;69266;2159;4,91027498074459;45,7521791696162
E796;E796;10 Rue Georges Charpak;Vénissieux;36068;6/8 Rue Georges Charpak;V101.0.OM;Col Sud;COL VEOLIA;2018-10-31;2023-05-23;2023-07-10;2023-05-23;69259;2355;4,871819783114945;45,694714969641545
E120B;E120B;Rue de Jéricho;Lyon 9e Arrondissement;35643;Angle Av. du Plateau;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2010-05-07;2020-08-20;2020-08-20;69389;2380;4,795079153623529;45,78491845106728
E411;E411;16 Impasse du Moulin Carron;Écully;06781;allées 8 à 22 "Le Haut Pérollier";V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;2396;4,781023599235059;45,79207497474084
E377;E377;36 Chemin de Montlouis;Écully;06717;allées 54/56;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2424;4,783716026441906;45,79257974683794
E129C;E129C;Rue Pierre Dugelay(rond point);Neuville-sur-Saône;;rond point;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;2442;4,839566799398565;45,874892277852375
E362;E362;12 Avenue des Sources;Écully;06692;allées 10 et 12;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2465;4,786441919968468;45,789084792638064
E441;E441;39 Rue Rey Loras;Neuville-sur-Saône;11366;Dans la Résidence Montribloud;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2018-02-27;69143;2501;4,836754883444416;45,88768960968638
E513;E513;13 Rue Albert Jacquard;Lyon 9e Arrondissement;36523;Face Rue BERTHAUD;W101.0.OM;Col Nord-Ouest;COL GUERIN;2020-07-31;2020-08-03;2020-08-20;2020-08-20;69389;2536;4,793638992388549;45,784349707659786
E419;E419;52 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;Sur ilot central;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2014-11-14;2020-08-20;2020-08-20;69389;2554;4,7878234292956865;45,78673060890898
E169;E169;7 Rue André Mayer;Grigny;34996;Devant la médiathèque;V101.0.OM;Col Sud;COL VEOLIA;2017-12-18;2018-01-02;2018-04-24;;69096;2625;4,791669214313698;45,609122494796964
E132;E132;10 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;repère carto SITA 3;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2011-05-26;2018-04-24;2014-02-14;69389;2718;4,794268283622178;45,78661157215152
E373;E373;54/56 Chemin des sources ;Écully;;allées 54/56;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2744;4,786943462745129;45,791008414579686
E412;E412;14 Impasse du Moulin Carron;Écully;;allées 8 à 22 "Le Haut Pérollier";V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2021-08-11;2021-08-11;69081;2771;4,781045795248855;45,79208154939951
E376;E376;36 Chemin de Montlouis;Écully;06717;allées 36/38;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;2781;4,7837580385988545;45,79257169591773
E317;E317;6 Allée Turba Choux;Caluire-et-Cuire;02758;vers n°101 Fleming;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-08-09;2018-08-09;69034;2904;4,847396560329155;45,79467615292493
E496;E496;4 Rue Jean Chevailler;Vénissieux;20454;6 Rue Jean Chevailler;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;2914;4,855305041294707;45,72465757145623
E122A;E122A;Rue Thomas Blanchet / Batiment (A) SACVL;Lyon 8e Arrondissement;;Implantation Face N°41;Z101.0.OM;Col Sud;COL GUERIN;2017-05-22;2010-10-27;2021-12-06;;69388;2923;4,88283492089466;45,73813467351513
E726;E726;Avenue Général Leclerc;Rillieux-la-Pape;;Angle Rue Marcel Mérieux;V101.0.OM;Col Nord-Ouest;COL GUERIN;2019-12-18;2020-01-07;2021-01-14;2021-01-14;69286;2989;4,905772069773772;45,8154884888091
E440;E440;39 Rue Rey Loras;Neuville-sur-Saône;11366;Dans la Résidence Montribloud;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2018-02-27;69143;3031;4,836752519978594;45,88769773071405
E112;E112;16 Avenue Rosa Parks;Lyon 9e Arrondissement;35641;repère carto SITA 4;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2018-04-24;2014-02-14;69389;3073;4,793542807199357;45,786671150673214
E523;E523;8 Rue Paul Verlaine;Vénissieux;20502;;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;3144;4,854681461220883;45,723804282320565
E371;E371;54/56 Chemin des sources ;Écully;;allées 54/56;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;3278;4,786904546612771;45,790999669914726
E109;E109;5 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;bas de la rue;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2009-10-29;2020-08-20;2020-08-20;69389;3453;4,793815639916299;45,788333258174426
E402;E402;30/32 ch des sources ;Écully;;allées 30/32;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;3573;4,785354206824986;45,79126779046575
E616;E616;204 Rue Marcel Cerdan;Lyon 9e Arrondissement;32104;;W101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-05-22;2016-08-26;2020-08-20;2020-08-20;69389;3643;4,793972349952022;45,788544974828405
E194;E194;Chemin de Montlouis;Écully;06717;Face au N°15;V101.0.OM;Col Nord-Ouest;NICOLLIN;2018-11-19;2018-11-21;2019-01-31;;69081;3657;4,785125948876715;45,792286368813556
E391;E391;24 Avenue des Sources;Écully;06692;allées 24/26;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;3687;4,785193087946675;45,789757340618486
E498;E498;4 Rue Jean Chevailler;Vénissieux;20454;6 Rue Jean Chevailler;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;3697;4,8553750302972825;45,72466055689229
E499;E499;4 Rue Jean Chevailler;Vénissieux;20454;6 Rue Jean Chevailler;V101.0.OM;Col Sud;COL GUERIN;2021-02-15;2021-03-01;2021-03-02;2021-03-02;69259;3800;4,855346844769785;45,7246937823733
E404;E404;30/32 Chemin des sources ;Écully;;allées 30/32;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;;69081;3817;4,785449894727823;45,79128600249093
E125;E125;Place verdun;Neuville-sur-Saône;;Place de Verdun;V101.0.OM;Col Nord-Ouest;COL VEOLIA;2017-03-20;2017-03-21;2018-04-24;2013-02-26;69143;4103;4,838718465217241;45,877149239733974
